Zone:
(5;15) (5;15) (0.001;1) (0.001;1)
m : 2
s0 : 0.050000000000000003
max_iters : 10000

iteration 	param_idex 	step_size 	s0 	new_error_value 	acceptance_probability 	probability 	accepted 	[position] 	delta

0	2	-0.00636444456409663	0.050000000000000003	1.086006796527953	7.1248159623615915e-035	0.5305867528077215	0	10.5	10	0.01	0.029999999999999999	0.0027104838478174079	
1	0	-0.30847921455278993	0.050000000000000003	0.97162693312062609	4.6441695577831388e-028	0.88886482850648463	0	10.5	10	0.01	0.029999999999999999	0.0027104838478174079	
2	3	0.0061364265391603114	0.050000000000000003	0.019512397226453482	0.97541480101131417	0.78698546206578612	1	10.5	10	0.01	0.036136426539160313	0.019512397226453482	
3	2	0.0031266704387962821	0.050000000000000003	0.20469858685344253	0.062784198445114306	0.10299385502003133	0	10.5	10	0.01	0.036136426539160313	0.019512397226453482	
4	1	-0.28049900103360415	0.050000000000000003	0.30362243678728063	0.0021975986627790992	0.57560289069078863	0	10.5	10	0.01	0.036136426539160313	0.019512397226453482	
5	1	-0.46093708695843816	0.050000000000000003	0.35568289222041966	0.000222933045008915	0.85992408194579184	0	10.5	10	0.01	0.036136426539160313	0.019512397226453482	
6	1	-0.45872743614017963	0.050000000000000003	0.35544304768048224	0.00022548240396628433	0.94568318361416459	0	10.5	10	0.01	0.036136426539160313	0.019512397226453482	
7	2	-0.0087991064647212625	0.050000000000000003	3.2303425652223492	7.6481172599930722e-303	0.57041735923849046	0	10.5	10	0.01	0.036136426539160313	0.019512397226453482	
8	0	-0.46568680671043694	0.050000000000000003	2.8426289428753471	1.1361820303739226e-234	0.87729052593931556	0	10.5	10	0.01	0.036136426539160313	0.019512397226453482	
9	3	-0.0089761267183348543	0.050000000000000003	0.017036194154171447	1	0.48756901756860316	1	10.5	10	0.01	0.027160299820825459	0.017036194154171447	
10	0	-0.22729414305649698	0.050000000000000003	0.57983197916581108	1.8804757182757527e-010	0.55175137100741267	0	10.5	10	0.01	0.027160299820825459	0.017036194154171447	
11	3	0.0019502650434151292	0.050000000000000003	0.0068350053891047492	1	0.29963408061303198	1	10.5	10	0.01	0.029110564864240587	0.0068350053891047492	
12	3	-0.0024429187318310143	0.050000000000000003	0.01989466507156791	0.97699667849545957	0.28298816201277077	1	10.5	10	0.01	0.026667646132409573	0.01989466507156791	
13	1	-0.20227428385987878	0.050000000000000003	0.20792435745088747	0.057510788949800232	0.4776318077929318	0	10.5	10	0.01	0.026667646132409573	0.01989466507156791	
